#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
 747000      3.63e-01    1.55e-01      4.67e-03    8.49e-04      7.14e-02    3.25e-02    2.2e-05
 748000      3.13e-01    2.78e-01      1.95e-03    1.23e-04      6.54e-02    5.85e-02    2.2e-05
 749000      3.40e-01    2.42e-01      6.22e-03    3.97e-03      6.69e-02    5.08e-02    2.1e-05
 750000      3.01e-01    2.22e-01      7.25e-04    6.04e-04      6.36e-02    4.70e-02    2.1e-05
 751000      3.54e-01    3.18e-01      3.88e-03    9.97e-04      7.20e-02    6.73e-02    2.1e-05
 752000      3.61e-01    2.04e-01      4.98e-03    1.08e-03      7.14e-02    4.34e-02    2.1e-05
 753000      3.68e-01    2.30e-01      7.76e-03    8.06e-04      7.06e-02    4.89e-02    2.1e-05
 754000      3.23e-01    1.90e-01      3.70e-03    6.44e-03      6.69e-02    4.03e-02    2.1e-05
 755000      3.23e-01    3.33e-01      2.16e-03    1.02e-03      6.84e-02    7.14e-02    2.1e-05
 756000      3.28e-01    2.76e-01      3.09e-03    3.91e-03      6.83e-02    5.91e-02    2.1e-05
 757000      3.06e-01    3.06e-01      3.38e-03    1.66e-03      6.40e-02    6.58e-02    2.1e-05
 758000      3.34e-01    3.01e-01      1.82e-03    1.01e-03      7.15e-02    6.48e-02    2.0e-05
 759000      3.29e-01    2.32e-01      1.93e-03    3.65e-03      7.06e-02    4.99e-02    2.0e-05
 760000      3.37e-01    1.69e-01      4.40e-03    4.82e-04      7.08e-02    3.66e-02    2.0e-05
 761000      3.17e-01    3.02e-01      1.91e-03    1.39e-03      6.83e-02    6.53e-02    2.0e-05
 762000      3.37e-01    1.90e-01      4.73e-03    6.16e-03      7.00e-02    4.03e-02    2.0e-05
 763000      3.27e-01    1.83e-01      2.00e-03    9.90e-04      7.07e-02    4.00e-02    2.0e-05
 764000      3.12e-01    1.43e-01      2.19e-03    1.88e-03      6.70e-02    3.13e-02    2.0e-05
 765000      3.47e-01    2.16e-01      6.45e-03    5.44e-03      7.02e-02    4.73e-02    2.0e-05
 766000      3.20e-01    2.93e-01      4.54e-03    3.24e-04      6.66e-02    6.45e-02    2.0e-05
 767000      3.22e-01    3.08e-01      4.59e-03    1.61e-03      6.81e-02    6.78e-02    2.0e-05
 768000      2.97e-01    3.13e-01      1.80e-03    1.98e-03      6.50e-02    6.85e-02    1.9e-05
 769000      3.41e-01    3.04e-01      3.09e-03    1.06e-03      7.39e-02    6.71e-02    1.9e-05
 770000      2.98e-01    1.84e-01      2.02e-03    1.67e-03      6.53e-02    4.08e-02    1.9e-05
 771000      3.21e-01    3.11e-01      2.04e-03    1.89e-03      7.09e-02    6.86e-02    1.9e-05
 772000      2.97e-01    2.52e-01      3.14e-03    1.40e-03      6.50e-02    5.61e-02    1.9e-05
 773000      3.00e-01    1.62e-01      3.54e-03    3.95e-04      6.51e-02    3.62e-02    1.9e-05
 774000      3.20e-01    2.96e-01      3.82e-03    9.57e-04      6.93e-02    6.63e-02    1.9e-05
 775000      2.98e-01    1.67e-01      2.76e-03    9.56e-04      6.58e-02    3.75e-02    1.9e-05
 776000      3.34e-01    2.11e-01      4.16e-03    2.44e-03      7.22e-02    4.75e-02    1.9e-05
 777000      3.05e-01    2.21e-01      1.75e-03    1.88e-04      6.80e-02    4.99e-02    1.9e-05
 778000      3.02e-01    1.72e-01      1.95e-03    3.16e-05      6.76e-02    3.91e-02    1.8e-05
 779000      3.00e-01    1.68e-01      1.19e-03    2.27e-03      6.79e-02    3.81e-02    1.8e-05
 780000      2.98e-01    3.22e-01      3.12e-03    2.03e-03      6.61e-02    7.26e-02    1.8e-05
 781000      2.77e-01    2.77e-01      2.11e-03    1.79e-03      6.22e-02    6.24e-02    1.8e-05
 782000      3.36e-01    1.28e-01      2.51e-03    2.97e-03      7.57e-02    2.92e-02    1.8e-05
 783000      2.95e-01    1.19e-01      1.35e-03    9.60e-04      6.70e-02    2.72e-02    1.8e-05
 784000      3.03e-01    5.06e-01      2.39e-03    2.05e-02      6.79e-02    1.07e-01    1.8e-05
 785000      2.94e-01    1.90e-01      3.08e-03    3.39e-03      6.68e-02    4.38e-02    1.8e-05
 786000      3.08e-01    2.50e-01      2.30e-03    3.33e-04      6.98e-02    5.78e-02    1.8e-05
 787000      3.00e-01    1.94e-01      1.80e-03    1.69e-03      6.87e-02    4.49e-02    1.8e-05
 788000      3.03e-01    3.03e-01      1.10e-03    1.43e-03      7.00e-02    6.99e-02    1.8e-05
 789000      3.32e-01    3.16e-01      5.81e-03    5.54e-03      7.15e-02    6.70e-02    1.7e-05
 790000      2.98e-01    1.98e-01      2.08e-03    1.29e-03      6.82e-02    4.61e-02    1.7e-05
 791000      3.14e-01    1.80e-01      2.49e-03    3.48e-03      7.24e-02    4.20e-02    1.7e-05
 792000      2.89e-01    1.76e-01      1.28e-03    2.49e-03      6.74e-02    4.11e-02    1.7e-05
 793000      2.87e-01    1.97e-01      2.84e-03    2.24e-03      6.64e-02    4.62e-02    1.7e-05
 794000      2.71e-01    2.56e-01      7.87e-04    2.90e-03      6.38e-02    6.02e-02    1.7e-05
 795000      2.77e-01    2.67e-01      1.74e-03    9.22e-04      6.48e-02    6.29e-02    1.7e-05
 796000      2.81e-01    2.72e-01      1.86e-03    3.93e-04      6.61e-02    6.45e-02    1.7e-05
 797000      3.01e-01    2.80e-01      2.65e-03    2.50e-03      7.04e-02    6.50e-02    1.7e-05
 798000      2.63e-01    1.33e-01      1.70e-03    3.35e-03      6.19e-02    3.16e-02    1.7e-05
 799000      2.87e-01    2.75e-01      2.43e-03    4.15e-03      6.74e-02    6.13e-02    1.7e-05
 800000      2.55e-01    1.59e-01      5.31e-03    4.31e-03      5.61e-02    3.77e-02    1.7e-05
 801000      2.84e-01    3.28e-01      1.92e-03    2.72e-03      6.72e-02    7.73e-02    1.6e-05
 802000      2.96e-01    2.02e-01      3.81e-03    1.77e-03      6.94e-02    4.84e-02    1.6e-05
 803000      3.03e-01    1.86e-01      3.81e-03    3.19e-03      7.00e-02    4.44e-02    1.6e-05
 804000      2.88e-01    2.85e-01      2.81e-03    1.71e-03      6.84e-02    6.82e-02    1.6e-05
 805000      2.86e-01    2.83e-01      2.49e-03    7.74e-04      6.78e-02    6.83e-02    1.6e-05
 806000      2.82e-01    2.61e-01      1.77e-03    3.31e-03      6.77e-02    6.29e-02    1.6e-05
 807000      2.83e-01    1.67e-01      1.40e-03    1.09e-03      6.81e-02    4.04e-02    1.6e-05
 808000      2.93e-01    1.62e-01      1.73e-03    2.05e-03      7.06e-02    3.94e-02    1.6e-05
 809000      2.79e-01    1.90e-01      2.02e-03    1.91e-03      6.73e-02    4.64e-02    1.6e-05
 810000      2.89e-01    2.16e-01      1.61e-03    2.44e-04      7.02e-02    5.30e-02    1.6e-05
 811000      2.81e-01    2.27e-01      1.60e-03    5.36e-04      6.85e-02    5.58e-02    1.6e-05
 812000      2.84e-01    2.92e-01      2.93e-03    6.14e-04      6.84e-02    7.17e-02    1.6e-05
 813000      2.81e-01    1.48e-01      2.69e-03    4.89e-03      6.76e-02    3.55e-02    1.5e-05
 814000      2.90e-01    1.04e-01      3.17e-03    2.21e-03      6.78e-02    2.56e-02    1.5e-05
 815000      2.86e-01    2.69e-01      1.48e-03    1.64e-03      7.05e-02    6.59e-02    1.5e-05
 816000      2.65e-01    2.46e-01      1.15e-03    1.72e-03      6.56e-02    6.11e-02    1.5e-05
 817000      2.72e-01    2.73e-01      2.11e-03    3.71e-04      6.67e-02    6.79e-02    1.5e-05
 818000      2.60e-01    2.66e-01      2.80e-03    2.35e-03      6.33e-02    6.50e-02    1.5e-05
 819000      2.84e-01    3.49e-01      2.70e-03    4.11e-04      6.88e-02    8.72e-02    1.5e-05
 820000      2.76e-01    1.20e-01      1.81e-03    1.96e-03      6.85e-02    3.00e-02    1.5e-05
 821000      2.67e-01    2.17e-01      2.44e-03    3.69e-04      6.54e-02    5.47e-02    1.5e-05
 822000      2.91e-01    2.85e-01      1.69e-03    1.99e-03      7.26e-02    7.07e-02    1.5e-05
 823000      2.94e-01    3.02e-01      5.21e-03    6.34e-03      6.86e-02    6.65e-02    1.5e-05
 824000      2.78e-01    2.62e-01      1.70e-03    1.16e-03      6.90e-02    6.59e-02    1.5e-05
 825000      2.74e-01    2.34e-01      2.90e-03    1.76e-03      6.78e-02    5.92e-02    1.5e-05
 826000      2.66e-01    2.47e-01      1.68e-03    1.04e-03      6.69e-02    6.25e-02    1.4e-05
 827000      2.76e-01    2.64e-01      2.73e-03    1.46e-03      6.85e-02    6.67e-02    1.4e-05
 828000      2.66e-01    1.80e-01      1.51e-03    2.64e-04      6.66e-02    4.59e-02    1.4e-05
 829000      2.86e-01    1.44e-01      1.86e-03    1.85e-04      7.21e-02    3.70e-02    1.4e-05
 830000      2.67e-01    2.93e-01      2.52e-03    4.92e-03      6.72e-02    6.92e-02    1.4e-05
 831000      2.61e-01    2.59e-01      1.82e-03    6.12e-04      6.67e-02    6.65e-02    1.4e-05
 832000      2.79e-01    1.57e-01      5.67e-03    3.94e-03      6.74e-02    4.04e-02    1.4e-05
 833000      2.57e-01    2.57e-01      2.94e-03    1.85e-03      6.52e-02    6.56e-02    1.4e-05
 834000      2.48e-01    2.51e-01      2.00e-03    1.10e-04      6.35e-02    6.52e-02    1.4e-05
 835000      2.68e-01    2.31e-01      4.20e-03    6.15e-03      6.59e-02    5.80e-02    1.4e-05
 836000      2.74e-01    4.37e-01      2.37e-03    8.33e-03      7.01e-02    1.12e-01    1.4e-05
 837000      2.64e-01    2.02e-01      1.49e-03    7.03e-04      6.83e-02    5.27e-02    1.4e-05
 838000      2.67e-01    1.55e-01      1.45e-03    2.33e-03      6.93e-02    4.05e-02    1.4e-05
 839000      2.50e-01    2.63e-01      2.23e-03    1.59e-03      6.47e-02    6.84e-02    1.4e-05
 840000      2.50e-01    1.53e-01      1.54e-03    1.89e-03      6.52e-02    4.00e-02    1.3e-05
 841000      2.59e-01    2.28e-01      1.40e-03    1.45e-03      6.77e-02    6.00e-02    1.3e-05
 842000      2.57e-01    2.30e-01      1.61e-03    1.59e-03      6.73e-02    6.07e-02    1.3e-05
 843000      2.48e-01    2.64e-01      2.74e-03    2.01e-04      6.40e-02    6.98e-02    1.3e-05
 844000      2.58e-01    1.45e-01      2.10e-03    2.60e-03      6.68e-02    3.83e-02    1.3e-05
 845000      2.47e-01    2.00e-01      3.15e-03    7.86e-04      6.41e-02    5.32e-02    1.3e-05
 846000      2.39e-01    2.81e-01      1.22e-03    7.19e-04      6.32e-02    7.49e-02    1.3e-05
 847000      3.15e-01    1.59e-01      8.25e-03    7.43e-03      6.86e-02    4.04e-02    1.3e-05
 848000      2.58e-01    1.83e-01      9.25e-04    3.32e-03      6.89e-02    4.90e-02    1.3e-05
 849000      2.53e-01    2.54e-01      1.58e-03    5.07e-04      6.71e-02    6.82e-02    1.3e-05
 850000      2.49e-01    1.51e-01      1.66e-03    2.79e-03      6.60e-02    4.04e-02    1.3e-05
 851000      2.69e-01    2.50e-01      1.47e-03    2.02e-03      7.21e-02    6.63e-02    1.3e-05
 852000      2.67e-01    2.00e-01      9.53e-04    1.18e-03      7.22e-02    5.42e-02    1.3e-05
 853000      2.51e-01    2.26e-01      2.70e-03    9.70e-04      6.62e-02    6.10e-02    1.3e-05
 854000      2.61e-01    2.53e-01      1.88e-03    4.40e-03      7.00e-02    6.79e-02    1.3e-05
 855000      2.47e-01    2.56e-01      1.31e-03    2.86e-03      6.69e-02    6.74e-02    1.2e-05
 856000      2.64e-01    2.51e-01      2.97e-03    3.84e-03      7.00e-02    6.40e-02    1.2e-05
 857000      2.50e-01    1.30e-01      2.49e-03    4.63e-03      6.67e-02    3.53e-02    1.2e-05
 858000      2.46e-01    2.21e-01      8.51e-04    1.44e-03      6.74e-02    6.05e-02    1.2e-05
 859000      2.53e-01    3.14e-01      1.56e-03    1.43e-03      6.86e-02    8.60e-02    1.2e-05
 860000      2.56e-01    1.19e-01      1.17e-03    1.76e-03      7.00e-02    3.29e-02    1.2e-05
 861000      2.66e-01    1.11e-01      4.68e-03    6.34e-03      6.79e-02    2.99e-02    1.2e-05
 862000      2.36e-01    1.46e-01      1.23e-03    1.74e-03      6.51e-02    4.03e-02    1.2e-05
 863000      2.57e-01    2.35e-01      2.83e-03    1.67e-03      6.84e-02    6.45e-02    1.2e-05
 864000      2.31e-01    2.42e-01      2.51e-03    3.00e-05      6.31e-02    6.75e-02    1.2e-05
 865000      2.36e-01    1.63e-01      1.92e-03    1.82e-03      6.52e-02    4.55e-02    1.2e-05
 866000      2.38e-01    1.69e-01      9.12e-04    2.03e-03      6.62e-02    4.72e-02    1.2e-05
 867000      2.56e-01    1.43e-01      6.68e-04    2.65e-04      7.15e-02    4.01e-02    1.2e-05
 868000      2.47e-01    2.32e-01      1.03e-03    2.22e-02      6.91e-02    2.82e-02    1.2e-05
 869000      2.26e-01    1.14e-01      2.58e-03    8.16e-04      6.17e-02    3.22e-02    1.2e-05
 870000      2.42e-01    1.29e-01      1.36e-03    1.78e-03      6.80e-02    3.63e-02    1.2e-05
 871000      2.37e-01    2.54e-01      2.34e-03    2.29e-04      6.47e-02    7.20e-02    1.1e-05
 872000      2.29e-01    1.28e-01      3.50e-03    3.20e-03      6.26e-02    3.57e-02    1.1e-05
 873000      2.33e-01    1.72e-01      1.15e-03    3.61e-03      6.60e-02    4.88e-02    1.1e-05
 874000      2.39e-01    2.51e-01      1.60e-03    2.14e-04      6.71e-02    7.15e-02    1.1e-05
 875000      2.34e-01    1.59e-01      1.92e-03    2.87e-03      6.60e-02    4.50e-02    1.1e-05
 876000      2.44e-01    2.44e-01      1.53e-03    1.76e-04      6.86e-02    7.00e-02    1.1e-05
 877000      2.42e-01    1.76e-01      1.03e-03    8.90e-04      6.91e-02    5.05e-02    1.1e-05
 878000      2.38e-01    1.12e-01      1.71e-03    2.53e-04      6.75e-02    3.23e-02    1.1e-05
 879000      2.31e-01    1.53e-01      2.59e-03    3.33e-03      6.49e-02    4.41e-02    1.1e-05
 880000      2.46e-01    2.43e-01      1.40e-03    3.50e-04      7.04e-02    7.02e-02    1.1e-05
 881000      2.39e-01    2.25e-01      1.53e-03    1.28e-03      6.76e-02    6.45e-02    1.1e-05
 882000      2.54e-01    2.09e-01      2.79e-03    1.60e-03      7.14e-02    5.96e-02    1.1e-05
 883000      2.29e-01    1.47e-01      1.67e-03    8.13e-04      6.57e-02    4.28e-02    1.1e-05
 884000      2.33e-01    1.19e-01      1.24e-03    8.20e-04      6.74e-02    3.46e-02    1.1e-05
 885000      2.40e-01    2.35e-01      1.81e-03    1.18e-03      6.87e-02    6.82e-02    1.1e-05
 886000      2.15e-01    1.57e-01      7.30e-04    7.56e-04      6.31e-02    4.59e-02    1.1e-05
 887000      2.20e-01    1.31e-01      1.40e-03    4.00e-04      6.44e-02    3.85e-02    1.1e-05
 888000      2.41e-01    1.71e-01      1.06e-03    3.72e-03      7.07e-02    5.02e-02    1.1e-05
 889000      2.19e-01    2.37e-01      9.60e-04    1.43e-04      6.45e-02    6.99e-02    1.0e-05
 890000      2.37e-01    2.28e-01      7.41e-04    2.15e-05      7.00e-02    6.76e-02    1.0e-05
 891000      2.38e-01    1.17e-01      1.18e-03    6.62e-04      7.03e-02    3.48e-02    1.0e-05
 892000      2.55e-01    1.31e-01      3.42e-03    3.25e-03      7.26e-02    3.88e-02    1.0e-05
 893000      2.08e-01    2.39e-01      1.04e-03    8.83e-04      6.16e-02    7.11e-02    1.0e-05
 894000      2.21e-01    2.36e-01      9.18e-04    7.21e-05      6.58e-02    7.04e-02    1.0e-05
 895000      2.28e-01    1.54e-01      1.92e-03    5.02e-04      6.62e-02    4.60e-02    1.0e-05
 896000      2.29e-01    1.67e-01      1.19e-03    2.87e-03      6.82e-02    5.01e-02    1.0e-05
 897000      2.32e-01    1.94e-01      2.07e-03    2.08e-04      6.85e-02    5.85e-02    1.0e-05
 898000      2.13e-01    1.13e-01      1.29e-03    2.31e-04      6.38e-02    3.41e-02    1.0e-05
 899000      2.14e-01    1.72e-01      1.86e-03    1.15e-03      6.34e-02    5.19e-02    9.9e-06
 900000      2.06e-01    1.44e-01      1.05e-03    8.97e-05      6.21e-02    4.36e-02    9.9e-06
 901000      2.46e-01    2.11e-01      3.13e-03    2.33e-03      7.18e-02    6.38e-02    9.8e-06
 902000      2.24e-01    1.12e-01      1.35e-03    7.68e-04      6.73e-02    3.41e-02    9.8e-06
 903000      2.33e-01    2.18e-01      1.72e-03    7.61e-04      7.02e-02    6.63e-02    9.7e-06
 904000      2.25e-01    1.12e-01      1.50e-03    6.31e-04      6.82e-02    3.42e-02    9.7e-06
 905000      2.14e-01    1.95e-01      1.16e-03    5.35e-04      6.51e-02    5.97e-02    9.6e-06
 906000      2.26e-01    8.86e-02      1.53e-03    4.27e-03      6.85e-02    2.43e-02    9.6e-06
 907000      2.25e-01    9.94e-02      2.49e-03    3.16e-03      6.71e-02    3.04e-02    9.5e-06
 908000      2.19e-01    2.25e-01      1.45e-03    2.46e-04      6.67e-02    6.96e-02    9.5e-06
 909000      2.23e-01    1.22e-01      1.68e-03    1.15e-03      6.82e-02    3.76e-02    9.4e-06
 910000      2.11e-01    2.31e-01      1.59e-03    8.65e-04      6.48e-02    7.14e-02    9.4e-06
 911000      2.30e-01    1.64e-01      2.95e-03    1.99e-03      6.94e-02    5.07e-02    9.4e-06
 912000      2.24e-01    1.08e-01      1.13e-03    1.93e-03      6.93e-02    3.37e-02    9.3e-06
 913000      2.12e-01    1.22e-01      2.21e-03    2.11e-03      6.44e-02    3.79e-02    9.3e-06
 914000      2.05e-01    2.10e-01      2.40e-03    3.44e-03      6.23e-02    6.50e-02    9.2e-06
 915000      2.16e-01    2.19e-01      7.59e-04    3.41e-04      6.77e-02    6.87e-02    9.2e-06
 916000      2.28e-01    8.32e-02      2.66e-03    3.12e-03      6.96e-02    2.59e-02    9.1e-06
 917000      2.34e-01    2.04e-01      2.58e-03    2.81e-03      7.16e-02    6.38e-02    9.1e-06
 918000      2.03e-01    1.06e-01      1.91e-03    9.65e-04      6.23e-02    3.34e-02    9.0e-06
 919000      2.12e-01    1.82e-01      9.95e-04    4.27e-04      6.67e-02    5.77e-02    9.0e-06
 920000      2.13e-01    2.21e-01      1.52e-03    3.87e-04      6.68e-02    7.01e-02    8.9e-06
 921000      2.08e-01    1.31e-01      1.88e-03    2.77e-03      6.49e-02    4.12e-02    8.9e-06
 922000      2.24e-01    2.32e-01      2.85e-03    3.51e-03      6.77e-02    6.92e-02    8.8e-06
 923000      2.12e-01    1.01e-01      9.51e-04    1.08e-03      6.76e-02    3.23e-02    8.8e-06
 924000      1.93e-01    1.10e-01      1.13e-03    6.92e-04      6.13e-02    3.53e-02    8.7e-06
 925000      2.01e-01    1.43e-01      2.39e-03    2.57e-03      6.29e-02    4.55e-02    8.7e-06
 926000      2.10e-01    1.23e-01      1.78e-03    9.66e-04      6.64e-02    3.95e-02    8.7e-06
 927000      2.21e-01    1.24e-01      8.41e-04    1.13e-03      7.11e-02    4.00e-02    8.6e-06
 928000      2.13e-01    1.31e-01      2.37e-03    1.77e-05      6.58e-02    4.23e-02    8.6e-06
 929000      2.18e-01    1.34e-01      2.99e-03    2.86e-03      6.81e-02    4.32e-02    8.5e-06
 930000      2.22e-01    2.07e-01      8.95e-04    6.61e-05      7.17e-02    6.71e-02    8.5e-06
 931000      2.09e-01    1.23e-01      1.71e-03    1.88e-03      6.68e-02    4.01e-02    8.4e-06
 932000      2.23e-01    1.52e-01      9.54e-04    1.97e-03      7.24e-02    4.96e-02    8.4e-06
 933000      2.20e-01    2.23e-01      2.68e-03    1.93e-03      6.91e-02    7.15e-02    8.4e-06
 934000      2.02e-01    1.30e-01      1.40e-03    1.45e-03      6.55e-02    4.25e-02    8.3e-06
 935000      2.07e-01    1.13e-01      1.39e-03    8.48e-04      6.70e-02    3.70e-02    8.3e-06
 936000      2.08e-01    1.41e-01      1.62e-03    1.30e-03      6.73e-02    4.64e-02    8.2e-06
 937000      2.18e-01    1.69e-01      1.43e-03    2.10e-03      7.08e-02    5.55e-02    8.2e-06
 938000      2.03e-01    1.62e-01      1.42e-03    1.40e-03      6.61e-02    5.34e-02    8.1e-06
 939000      2.07e-01    8.62e-02      2.77e-03    7.05e-03      6.65e-02    2.70e-02    8.1e-06
 940000      1.89e-01    2.10e-01      9.00e-04    2.40e-03      6.24e-02    6.94e-02    8.1e-06
 941000      2.04e-01    2.23e-01      1.09e-03    3.70e-04      6.77e-02    7.44e-02    8.0e-06
 942000      2.12e-01    1.08e-01      2.61e-03    3.37e-03      6.81e-02    3.57e-02    8.0e-06
 943000      1.99e-01    2.02e-01      9.01e-04    2.47e-04      6.63e-02    6.76e-02    7.9e-06
 944000      1.88e-01    9.11e-02      1.59e-03    7.08e-04      6.20e-02    3.05e-02    7.9e-06
 945000      2.23e-01    1.01e-01      3.83e-03    1.86e-03      7.07e-02    3.38e-02    7.9e-06
 946000      2.00e-01    1.45e-01      8.71e-04    4.44e-05      6.72e-02    4.89e-02    7.8e-06
 947000      1.95e-01    1.40e-01      1.37e-03    1.40e-03      6.53e-02    4.74e-02    7.8e-06
 948000      1.80e-01    1.04e-01      1.53e-03    3.76e-03      5.98e-02    3.50e-02    7.7e-06
